Post_ID,Post_Title,Post_Content,Post_Author,Post_Author_Rank,Post_Date,Post_Category,Number_of_Comments,Post_URL
PTSD-1806,Losing a 4 year old daughter,Well 3 and a half years ago in a couple of weeks in fact i lost my 4 year old daughter very very suddenly. i also have a son which was 8 months old at the time and safe to say things got bad real quick. i was not doing so well tried medication made me worse tried talking made people feel awkward couldn't really grieve cause i know this sounds like an excuse but i did not have time. between taking care of my son the household errands i was exhausted plus after paying for a childs funeral we didn't expect i couldn't send my son to a daycare until i had no choice about a year and a half later when i got an infection and stones in my gaul bladder and had to be rushed to hospitial because i left it to the last minute to deal with it. so first time being back in a hospital after my daughter's passing and in so much pain with anxiety attacks on top of it. but the reason I am writing is i finally seem to have a handle on life but so afraid of if something bad does happen i might not get back up i feel i have tred water for way too long i am about to drown. i applied to be a puppy raiser for guide dogs the way to help me is to help others and this is a very safe way to do so but i have that terrible feeling something is going to stop it. so what to do is my question i feel lost and out of my control Thanks Carissa,Carissa,Community Member,14-11-2016,PTSD and trauma,5,/t5/ptsd-and-trauma/losing-a-4-year-old-daughter/td-p/209157
PTSD-1807,I have thoughts that the whole world is conspiring against me,"Hey all, I was diagnosed with PTSD and severe anxiety and severe depression about a year ago. I was in a motorbike accident which attributed to the PTSD back in Jan 2007, after nearly a 10 year long ice addiction I felt enough was enough and I kicked that habit around 18 months ago. In the time since I quit I have stayed strong to not go back to it despite learning these things since stopping and I've done well in that regards. I have been seeing a psychologist for the past 12 months, fort nightly, but I seem to just be getting worse and worse and it's now at the point in which I don't care for what happens to me at all anymore and I can't keep going on, I've lost 3 jobs in the past 6 months because half the time I can't even bring myself to get out of bed or out of the house. I have been given a script today for anti depressants and benzodiazepenes to deal with the anxiety when needed. My issue is I feel like this kind of medication is designed by governments/big pharma companies to dumb people down/control people/make them conform etc.. And whilst I know people that it has been helpful for, I can't get the thoughts out of my head that it's all just a front from the corporations to conspire against the population. I need help, my psych just doesn't seem to be helping, I don't know what to do anymore or how to get the thoughts that the whole world is conspiring against me, has anybody overcome these thoughts?",Dave02,Community Member,03-04-2017,PTSD and trauma,3,/t5/ptsd-and-trauma/i-have-thoughts-that-the-whole-world-is-conspiring-against-me/td-p/309205
PTSD-1808,Merry go round day & night (trigger warning: sexual assault),"Umm... I don't know where to start. All I can say is I am struggling with PTSD. Recently taken ill COPD stage 3. Chronic pain suffered with a dash of depression & learnt at 14 to switch off. I can not stop the memories the mind games have eaten at my core. Can't watch news, movies or any gatherings without flashbacks. I don't know how to move forward alone. I need help that is sure but what diagnosis do I look at. Started with PTSD & rest followed. Advice given is only see Pschologist that specialises in Trauma, not to do hypnotherapy, or see psychiatrist as it will only relive memories. Newsflash I relive them every day, night & now they control me. Team said outcome to have 1 less flashback a week is what I can aim for! I just need it all to stop. But they can't find trauma specialists where I am. I don't want to be the victim anymore but I am. How do you all here cope daily, hourly and deal with flashbacks??? Trying chat here as I don't know what to do? I read all subjects yet it's burnt in. 1 word over heard & its mind games round yr 42",Webmistress,Community Member,29-12-2016,PTSD and trauma,14,/t5/ptsd-and-trauma/merry-go-round-day-night-trigger-warning-sexual-assault/td-p/254221
PTSD-1809,PTSD & separation,"Hello, i am a survivor of schild sexual abuse that left me with depression (or so I believed at the time) 25 years later I was finally given justice for my trauma with a long jail sentence. I'm not actually sure the work I put in was worth it. I'm doubt most would agree but I should have just let sleeping dogs lie so to speak. I was doing ok before it was all rehashed out in a court room. Although I've always suffered depression I have since realised I now have PTSD. I'm not sure if it's always been that or just got worse due to the case being reopened. So there's a small run down of my screwed up life. I am now 35 years old and I've spent 15 years with the man I couldn't/can't imagine my life without. We've had our ups and downs obviously but he just doesn't deserve the way I am. I can't trust, I can't open up and let him in. He loves me I know this but he can't show it and I can't believe him say it! So we are now 2 weeks into a separation and I feel like I'm going crazy. I just want to run and wrap him up in my arms and tell him how much I do love him but I'm so unwell mentally that I can't because he is better off without me. The thought of not being with him shatters me though. I have been fighting these demons alone for so many years and pushed so many people away that I think I'm just better off alone at this point. I just miss him so much it physically hurts. I don't know what to do? I don't know how to love him like he deserves and how to get help so maybe one day I can possibly feel loved and needed. I have a warped sense of love, my looks and my own personal struggles impacted him so much that he simply is best to stay away I know that, he knows it but I don't think I can even keep breathing at this point.",Punkey,Community Member,18-03-2017,PTSD and trauma,6,/t5/ptsd-and-trauma/ptsd-separation/td-p/261564
PTSD-1810,Feeling ok.,"Hi everyone, in a previous post I said my marriage was over and I couldn't breathe, that I was going to psych and trying to finally get my PTSD under control. We I've seen a psych a couple of times now, he is amazing. We were able to talk a lot about what's been going on in my life (I find it really hard to open up). We discussed so much stuff that the first time I came out a mess. I was almost screaming in pain it was so hard. But the 2nd time I came out refreshed and better. I came out with a game plan and an idea of what I can do to help me everyday. At the moment that is replacing negative thoughts with good ones. So when I look in the mirror and think I'm fat and horrid, I replace it with I'm perfect weight and my stomach is flabby due to 4 beautiful children I created it's really helping. I feel heaps better already. Still a long way to go but I'm sure I will get there. Update on my marriage. My husband is being an amazing support, even from his mothers house. He is constantly finding out more information on PTSD so he can better understand it. He tells me 10+ times a day how much he loves me and that he will not leave me for something out of my control ever. He will stay with his Mum until I am able to make a mentally stable decision about us but will not be going anywhere that doesn't include me and our children! Now that I'm felling better I believe him. If I start to question it I tell him that I need a reminder. He now understands and is working with me to make me well. Together we will beat the demons inside my head x I hope everyone is having a good day, if not know that you're not alone.",Punkey,Community Member,01-04-2017,PTSD and trauma,2,/t5/ptsd-and-trauma/feeling-ok/td-p/278599
PTSD-1811,Life is a funny thing,"Life is funny. I grew up most of my life without a mother, she killed herself when I was 7 years old; although this was tough, I always looked at the positives in life and continued pushing forward. I found this hard at times in my life, my dad had also had multiple alcoholic suicide attempts, he would go through stages for months where he'd be blind drunk from dusk to dawn and then some. I was around 9 at this time and it happened all the way up to when I was 16, in stages, not consecutively. In my final year of school, one month to go; my dad was sentenced to 3 years in jail with potential of bail after 8 months. That left me lost, angry, sad, dissapointed an overwhelming feeling of emotions that I had never felt before. I remember thinking to myself ""Why me?"" I still think that to this day. People say everything happens for a reason, to learn a lesson but that's what school is for; me suffering through then suicide of my mother and all the things that happened with my father wasn't a lesson. It was pure pain. I'm sitting here today, 19 days till my 18th birthday, I lost my best friend a few days ago, and my job yesteday. Dreams of being a pilot but unable to achieve them, the government put a pause on VET FEE HELP which means I have to come up with 80k to put myself to flight school, working a minimum wage job with my only qualifcation being a year 12 certificate. While everyone else was deciding what they wanted to do with their life, I was trying to figure out how to pay rent, and pay for food and basically be a parent to myself because no one else could. I feel lost, people know my situation but no one cares. ""I'm sorry that happened to you"" the amount of times I've heard those words now make them meaningless. I feel nothing but sadness and pain rush through my bloodstream but I value life too much to make that pain go away. I can't sleep properly, every day I wake up and it feels like a dark cloud is following me everywhere I go, I can't see properly; life seems blurry and all I want to do is move away and start fresh, but I can't. I can't because I don't have the funds to, because I'm stuck paying for my life through centerlink and 14 dollar an hour jobs. Australia used to be a land of opportunites but now it just feels like hell. I've seen a therapist it doesn't help, i've talked to family it doesn't help. I am lost, I am hopeless and I need help.",froddoesntkno,Community Member,20-03-2017,PTSD and trauma,3,/t5/ptsd-and-trauma/life-is-a-funny-thing/td-p/263995
PTSD-1812,Need sympathy today :(,"hi, just another day and feeling overwhelmed and as if all this 'stuff' I am going through is never going to end. And I can't say too much for safety reasons. yes it is that bad. I had a d.v. order and had to give it up - partner fought it! I am on my own with the kids. Our lives have been impacted *so* much by what he did. And there is no sorry. There will be no sorry. Yes I do get support from family and friends..it just all keeps going. All this legal stuff, and being scared of what is coming next. And actually thinking I should update my will in case he takes my life. I am happy with my safety at the moment but I do get worried if there is a car outside late at night. You just listen until it goes away, and listen for footsteps. And I just fight every day to keep going and not let my kids know all the stuff I am carrying around. Its just hard. thanks for reading.",plodalong,Community Member,27-03-2017,PTSD and trauma,6,/t5/ptsd-and-trauma/need-sympathy-today/td-p/273246
PTSD-1813,PTSD after car crash,"I dont even know where to begin. I was recently in a Highspeed 2 car crash. I dont really remember how i got out the car as the doors were fused shut, ive been told i kicked the window out and climbed though the broken glass. From there i was taken to the local hospital and put into an induced coma to help with the swelling on the brain. Now for the reason im here; I cannot get into a car with crying the whole the whole time, even now as im typing remembering the the impact and the heat of the fire. i cant sleep. Im at breaking point and its only been a week since the accident. I dont know what else to say or ask. but any replies would be appreciated",Something_Something,Community Member,25-03-2017,PTSD and trauma,7,/t5/ptsd-and-trauma/ptsd-after-car-crash/td-p/271754
PTSD-1814,Will I ever feel 'normal' again.,"My mother died 4 years ago. I still feel as though I haven't emotionally accepted it. I know she's gone but I still feel like I'm waiting to see and talk to her... like this is only temporary. I feel confused thinking that she's dead and that's it, like it's a mistake or something. When I see old home videos or think of a memory, I find it hard to relate to that person. She sounds happy and silly and I can't remember the last time I felt like that. This version of me feels like I've always been heavy... weighted down with underlying sadness. My memory seems to have gone, I don't remember a lot of the traumatic days I've gone through but I also don't remember much of being a child, of being a young adult, even of my own son's younger years (he's 3 this month). I look back on photos and most times I can't remember the moment that the photo is meant to remind me of.",cai,Community Member,06-03-2017,PTSD and trauma,4,/t5/ptsd-and-trauma/will-i-ever-feel-normal-again/td-p/204584
PTSD-1815,Was it actually abuse?,"A couple at my church who are some of my close friends, have been very involved in helping me deal with my ex husbands affairs and abuse and move forward. However over time the husband became very flirtatious with me. We engaged in a lot of flirtatious talk and texts that was generally playful, but started to make me uncomfortable. I liked the attention because it made me feel noticed and like someone might actually want me after the way my husband treated me and the affairs he’d had. But I also felt disgusted by that feeling, because I didn’t really want to be wanted by my friend because he was married. Then it progressed to him physically touching me in a sexual way. I perpetuated a lot of this because at first I simply liked the attention and physically my body 'wanted it' even though I really didn't want it from him and I think its a disgusting and despicable thing to do to my friend & their marriage. I wanted affection from him in the form of hugs and safe male contact, but when he started touching me more inappropriately it felt really wrong and went against everything I believe, but my body still wanted him to keep going and that makes me a really horrible person. I did repeatedly ask him to stop and push his hands away, but he would keep going and I wasn’t very forceful because I didn’t want to disappoint him or stop him from wanting to be my friend, which is pathetic. I was scared of losing his attention or affection at all, so I didn’t make myself as forceful as I wanted to be or definitely as I should have been.",QuinnH,Community Member,11-03-2017,PTSD and trauma,10,/t5/ptsd-and-trauma/was-it-actually-abuse/td-p/214554
PTSD-1816,When a community is destroyed,"I am looking for help coping with the loss of hundreds of my neighbours and local supports in a short time frame due to the wholesale sell off of social housing in what was previously a very strong, successful community. I have joined with others asking the government to let our elders and people with disability to age in place but the minister is very positional and not engaged. Some of our neighbours have attempted suicide and others have being hospitalised and died. It is demoralising and relentlessly traumatic. I now have chronic physical ailments and am struggling to look after my family as well as struggling to maintain hope.",Millers_Point_Survivor,Community Member,22-03-2017,PTSD and trauma,1,/t5/ptsd-and-trauma/when-a-community-is-destroyed/td-p/269207
PTSD-1817,New to BB (trigger warning: sexual abuse),"Hi to all, new to BB and any type of forum... so much noise inside but no words to put to it that make sense...hard to get outside help if you can't put it into words.",NAG,Community Member,16-03-2017,PTSD and trauma,9,/t5/ptsd-and-trauma/new-to-bb-trigger-warning-sexual-abuse/td-p/257609
PTSD-1818,ABC Australian Story - Nikki Gemmal 20/03/2017,"I've just watched the Australian Story documentary about the Australian writer Nikki Gemmal's struggle to understand her mother's suicide after her mother had suffered for years with chronic pain. By her own admission, Nikki did not understand her mother's agony, her pain, or her need to alleviate her pain by suiciding without troubling her family. Nikki's story raised many issues that confront all families when it comes to planning for pain or death. But one of the saddest issues raised was the lack of communication between family members. I've lost a grandmother and a father to heart disease; a mother, a brother-in-law and a niece to bowel cancer and a beautiful husband to emphysema. I said ""Good-bye"" to my Grandmother the day before she died. I had visited my brother-in-law and my niece in palliative care the morning before they died. I was on a plane home when my father died and I will always regret not having made that trip earlier. I was with my husband when he died. The nurse sitting with us said: ""Talk to him. His hearing will be the last sense to go"". I spent the last minutes of his life telling him how much I loved him, how much he had enriched our lives, how much I had loved the years we had spent together. He died quietly and calmly and I feel eternally grateful that I shared that last moment with him. I was at my mother's hospital bedside when she died. Her last words were: ""Have I been a good mother?"" I told her she had been the best mother any daughter could have asked for. I live eternally with the grief and loss of my family members. But I have had the privilege of sharing the deaths of my husband and my mother. I believe both died knowing how much they were loved. Nikki Gemmal didn't have that privilege. I would urge anyone confronting the death of a loved one that you reach out and communicate to them your love and your care. You may not change the inevitable outcome, but you will provide those dying with the emotional comfort they crave. And you will be able to let them die knowing that they know how much they were loved. Grief is profound. It never leaves you. But if you can share both the living and the dying of your loved ones, then I believe you acquire a greater understanding of the existential meaning of your own life. Tell the people you love how much you love them before they have to face their death.",GBAY,Community Member,20-03-2017,PTSD and trauma,2,/t5/ptsd-and-trauma/abc-australian-story-nikki-gemmal-20-03-2017/td-p/264063
PTSD-1819,Very confused,"This is a cry for help.. I'm in a very dark place today. My 3yr old and 2yr old are at preschool today. My 1yr old is in hospital with my husband (this is her 4th week in there). I am at home alone. I am NC with my Narc mother and I do not have a father around. My best friend is overseas and my sister at school. Last Thursday at my psychologist appointment she told me my husband was abusive which was a bit of a shock to hear.. I have been thinking about it a lot and I thought maybe I have painted him wrong to her. The other day my 2yr old was playing on my phone and my husband sent a message and my son was able to respond to the message.. with the help of autocorrect etc my son wrote 3 messages ""mmm bench x"" ""she"" and one of the generic messages you can send ""ill call you later"". My husband called and my son brought the phone to me. He told me not too come up and see our daughter as he was too tired. An hour later he asked me if I was cheating on him?! He put 2+2 together and came up with 7! He didn't believe those messages where from my son playing on my phone .. I am breaking my back here trying to keep this end running and this is what he thinks? He phone last night and was asking me what's going on.. I said it's not the time to fight - we need our energy and focus on our daughter. He insisted so it was the first time EVER I have stood up for myself. I was very calm and kept my emotions at bay the whole conversation. I said I am miserable, you control every aspect of my life - the one time I decided to get a night job he counted my money to make sure I was working the hours I told him I was. He then made me ""pick"" him or my job. I obviously quit. When I brought all his up last night he told me I should have been more supportive towards his insecurities. He told me he wants to seperate for good as I am so unsupportive. He ended up calling me a bitch and I hung up. So here I am, challenged my husband for the first and that was my response.. I am so confused!",Somebodyhelp,Community Member,20-03-2017,PTSD and trauma,5,/t5/ptsd-and-trauma/very-confused/td-p/263632
PTSD-1820,PTSD after operation,"Hi, new to the group:) I was diagnosed with PTSD last year in August, I thought I could get better on my own then getting a referral , so I took up colouring in, it soon ended. in 2015 I had an operation to remove gallstones, operation had an error. I was sent home ill. Went to the A/E several times they ran tests and I had an abscess on my left side of my tummy and was in ICU for 9 days. The doctors say it was caused by a 'leak' I had a colostomy bag they leaked and burned my skin. I was angry at my parents, at my husband, angry at the world but I thought I had the right to feel this way. Feb 7 my daughter started Prep 1, I missed seeing that day, my son started walking I missed that, my son started talking I missed that. 4 months in hospital and after all said and done I still feel robbed. Had to learn to write again. Walk again. Remembered not a lot. The doctors had in my mind I was a bad mother and that I died. My husband later told me that I wasn't expected to live. Last feb my colostomy bag was removed! Feb 4 my daughter started grade 1 I missed it. My kids have swimming, I love the water I love chlorine I love the pool, I was so jealous of my husband that he was in the pool and I wasn't. So I'd cry then wait until we left the pool so I could leacture him that he had what I wanted. I grew up being a swimmer, and when the colostomy bag was removed I was straight to the pool. At the pool I'm relaxed, when my son has lessons I'm in that group. I'm able to swim laps I love it. I see a psychiatrist but haven't seen him for 3 weeks because I couldn't get an appointment until March. my friends that I had deserted me when I became very ill, although things picked up, none want to be my friend. i just want my life back. My husband says I'm a different person and some days he doesn't know me. One minute I'm crying the next I'm laughing. my daughter started grade 2 feb 9, I took her, it felt so great being there for her special day and to know she's in a supportive school who helped in 2015.",RebekahJayne,Community Member,23-02-2017,PTSD and trauma,4,/t5/ptsd-and-trauma/ptsd-after-operation/td-p/184369
PTSD-1821,Please help..,"Hello, I was wondering if anyone had advice or guidance they could share with me... I am the adult version of a child who suffered at the hands of my Narc mother. I realise at this point in my life there is seriously something wrong with me. I am seeing a psychologist as I want help and I am hoping they can help me, help myself so I can become ""normal"" again. Anyway, I have just been thinking.. and I think I have found where one of my biggest problems are. I seem to be completely unattached from my thoughts and feelings. I can't seem to work out what my ACTUAL thoughts are on something. I talk (a lot) and I catch myself thinking about thinking...It is very hard to explain... its like I don't actually know how I think or feel about anything ! I can say a million different things and I pick one because I think that's what I'm feeling, and then it changes. It confuses me and I'm 100% sure it confuses whoever is listening to me. I don't know how to describe this but.. I don't really know who or what I am, I don't know what I think and feel. I don't know anything! It would appear on the outside like I am always changing my opinion or how I feel .. but I'm not really sure of it in the first place! I talk in a lots of FACTS because those I am sure of. I am sure I come across rude and blunt but Ijust state facts and hope the other person can understand what I mean. I'm not sure about anything.. I don't seem to be able to think like normal people or be so sure of what I'm saying is what I actually think. is this some type of personality disorder?",Somebodyhelp,Community Member,19-03-2017,PTSD and trauma,1,/t5/ptsd-and-trauma/please-help/td-p/261768
PTSD-1822,PTSD help thread,"Goof Aftnernoon everyone, My name is Robbie, I suffer from PTSD, anxiety and depression. I'm 20 years old and currently serving in the ADF. Im here today because what I have realised during my 15 years of suffering, PTSD sufferers don't have answers why things are happening, this is all about the brain and we all have a story and ventilate I would like to share mine with you guys. In this thread please provide self help ways and reasoning why it worked for you, so people can pick and choose what works for them. Cheers guys can't wait to meet you all.",RobbieP,Blue Voices Member,18-03-2017,PTSD and trauma,2,/t5/ptsd-and-trauma/ptsd-help-thread/td-p/261342
PTSD-1823,Over it all PTSD and medical problems,Hi . my name is falling angel I'm new and just trying to find my way around this website ive been constantly depressed and anxious for over 3 years due to a adult abuse I was abused as a child and after being abused as a adult I just can't seem to work out what is wrong with me and how to help myself its like I've given up on humanity except a minor few ppl who keep me going (only just)I'm just so confused on who I'm living for and what my purpose is in life I'm on a disability and am 45yo female just reaching out thanks to anyone who reads my thread and any input look forward to hearing from you,Falling_Angel,Community Member,31-01-2017,PTSD and trauma,8,/t5/ptsd-and-trauma/over-it-all-ptsd-and-medical-problems/td-p/213914
PTSD-1824,Can't do it alone anymore,"I ended up with PTSD 5 years ago as a result of working for an abusive, violent man, who also had leadership role in church! I also injured my neck working for him & now live with chronic pain. I was sexually abused as a child & also grew up in domestic violence- my dad a Vietnam Vet suffered with PTSD also but went undiagnosed until the 1990's i also have 7 other medical conditions related/ connected to PTSD! I've had to deal with it alone for past 5 years as all my friends left me & ive not heard from them since telling them I have PTSD & depression! This added deep grief to the mix to deal with as well . 5 years is along time to deal with it all alone & I ve come to the point where I can't do it alone anymore. I need some support & connection!",TBella,Community Member,04-02-2017,PTSD and trauma,43,/t5/ptsd-and-trauma/can-t-do-it-alone-anymore/td-p/231777
PTSD-1825,Needing some advice please,"Hello, I am new to posting but I am feeling VERY low tonight and really in need of some advice on how to overcome a few things. I will do my best to keep it short and will summarise a lot. I am a young mother (I have 3 children). Growing up I lived in quite an abusive household. My mother is a narcissist and she was verbally, mentally, emotionally and physically abusive. I have been no contact with her now for 3 months as she is still very poisonous. I am currently seeing a psychologist as I would like to heal. My biggest fear is becoming someone like my mother and inflicting pain on my family like she did. I am petrified of becoming her. anyway, today I was at a friends house They repeated a story that I apparently told them when we were in high school and It was a lie.. a complete lie. I am sitting here now remembering some of the things I told people - I used to be a compulsive liar.. like, out of this world made up stories. I am so embarrassed and ashamed of myself. I couldn't even cough up the truth when they said it.. It has really depressed me as I am not sure why I felt the need to do this when I was younger. My life was dramatic enough lol. Although, I'm not sure anyone was very aware of what was going on in my house as my mother is ""quite the woman"" in this small town - I do not understand where on earth I could of even thought these stories up. I feel very hopeless right now. I feel like I will never not be able to become my mother and it would be safer if I was alone.",Somebodyhelp,Community Member,09-03-2017,PTSD and trauma,11,/t5/ptsd-and-trauma/needing-some-advice-please/td-p/212946
PTSD-1826,Loosing my brother,"In January, I lost my brother he was only 29. It was at my home, he had someone stay over that night who came running out to tell me he wasn't breathing or moving. When I got to him he was on responsive I think he had already passed. I called the ambulance as soon as I got to him, they worked on him for 40 minutes. I thought they had him as why would they work on him for so long. We are still waiting for answers, so much doesn't make sense, I feel like I'm loosing control over everything, I can't function properly they it's, but's and why's are crushing me, the only if I should have's. I am litterally broken and I don't know how to fix myself",Broken41,Community Member,09-03-2017,PTSD and trauma,7,/t5/ptsd-and-trauma/loosing-my-brother/td-p/212997
PTSD-1827,(TRIGGER WARNING -firearms related) A new flashback after a very long time,"Dear All~ This post involves putting down animals - please no not read if you think it might upset you. I'm writing this account in part to because I feel I need to in order to fully accept it, partly so others with PTSD can see what can happen in the future - and perhaps take encouragement. Flashbacks that were much closer in time to the original event were for me overwhelming in many ways. This is a new one, not experienced before and milder. The subject matter may seem silly or trivial to some. My wife is in the next room. I used to be a policeman. These events happen around 1980 and whilst I have been able to refer to them in conversation it has always been in a clinical fashion. In the last couple of weeks they have suddenly become 'real' with several occasions where I was fully back there. One of my duties was to be on-call after hours. At that time the local railway fell in my jurisdiction. On two separate occasions I was rung up by the public saying that there were injured sheep on the tracks. On each occasion I went to the area involved, wearing old clothes and located them. Some were in a very bad way, and since I had no possibility of quickly calling a vet I had to put them down. In each case they had been there some time. To do this I had to use my service revolver and stop to reload before completing the task. I then went home, showered and changed and my wife rang the railways to clear the track. This is surprisingly hard for me to say. The memory is crystal clear in my mind with sounds and other sensory input, however I will not give any more details, they are not really suitable. I'm not flashing back, so I guess I'm improving. I am crying.",Croix,Community Champion,05-03-2017,PTSD and trauma,28,/t5/ptsd-and-trauma/trigger-warning-firearms-related-a-new-flashback-after-a-very/td-p/204414
PTSD-1828,Mindfulness PTSD and Trauma...,"It seems to be a bit of a thing. I have been hearing people say that they can't do mindfulness strategies because they don't want to think about the past. I was thinking though for me mindfulness is about being fully in the moment right now. It was my pathway out of the PTSD symptoms because they stopped my awareness of the world around. I think of it as reclaiming the now. There seem to be enough front line workers and former ones here who are carrying stories, moments, sounds, and all sorts. I am another of that group. I do wonder what I would be like if I had been a plumber or a florist instead. Even so, with a little perseverance I am able to be in some of those places and around some of those people and feel alright, it took 5 years, and there will be more no doubt. So this mindfulness, thinking on what I am doing, where I am, taking it all in. I was rather dismissive of it. There you go.",Gruffudd,Blue Voices Member,14-02-2017,PTSD and trauma,14,/t5/ptsd-and-trauma/mindfulness-ptsd-and-trauma/td-p/268600
PTSD-1829,I just need to get things off my chest (trigger warning: sexual abuse),"Hi, I feel terrible for venting/dumping my issues on strangers when the reason i don't want to talk to family is because of how much it depresses people them hearing it, i'm hoping strangers won't have a vested interest in me to become depressed over my pathetic problems. I've been crying for the past 2 hours following an anxiety bout, i haven't slept for about 39 hours and i am no where near to being able to close my eyes let alone sleep. My brain hates me right now. The man i'm in love with is asleep next to me and i don't want to wake him up and speak to him because he has his own problems and i'm over dumping my stuff on him and making it worse for him. I'm not speaking to my father (we moved back in with m parents after my mum had a hip replacements and my older brother decided he couldn't help) because he has spent the past 8 months criticising every decision i make, every aspect my my personality and every choice i have made or plan to make. My mum has just started seeing a psycologist and been diagnosed with BPD (which i was diagnosed with about 7 years ago), so she's wrapped up in her problems and when i try to talk to her she changes the topic to her problems or she shuts down and doesn't know what to say. My older brother decided he didn't have to have anything to do with the family when he moved out and got a girlfriend and he has had issues with me since i had a severe suicidal period and nearly let my dog starve along with me. I just don't know what to do, i can't get hopeful about anything (I've given up on being happy). There is only the man i love who accepts my decisions and who i changed into after getting counselling (i started standing up for myself) but like i said he has his own problems and it kills me thinking i'm making him depressed by constantly crying on his shoulder. I'm 28 and unemployed because of my mental state, i was living in a van with my dog and this man for years before coming back her and it was great. Being away from all but 1 human and only surrounding myself with nature and animals was the best i have felt in my life, but having come back to my parents house things have just gone from bad to worse. I'm living in the house that i was sexually abused in for 10 years by my older brother (he died from an illness and was 5 years older than me), he raped me from the age of 6 to 15 and it stopped only when i was too old for him. I see him in my dreams and everywhere in this house. I'm out of characters now",Yunalonei,Community Member,02-03-2017,PTSD and trauma,1,/t5/ptsd-and-trauma/i-just-need-to-get-things-off-my-chest-trigger-warning-sexual/td-p/201135
PTSD-1830,In A Very Dark Place Right Now,"No idea how to squeeze this all into 2500 characters. We grew up with an abusive alcoholic father. My diagnoses include PTSD, severe depression, severe anxiety, Asperger's, panic disorder, sensory processing disorder, bipolar disorder (type 3), and a bunch of other stuff. Basically, I haven't been able to cope with the real world for a really long time. Almost every time I have contact with my parents, I spiral into a deep depression. DEEP. And it's always triggered by something very small. The last time I was triggered was in August last year and I haven't recovered. And now it's worse. My little sister was diagnosed with stage four lung cancer in October last year, which is spreading, on top of the other massive health issues she's been dealing with all her life. She has four boys, all have the same father, and three of them are the product of partner rape. She is not 'with' him anymore, but at the moment he lives with her because she can't take care of the kids by herself. And now he wants sex. She says she's not going to let it happen. I'm worried given his behaviour in the past, and now that she's weaker than ever. Full back-story on all this stuff would take thousands of words, so to put it as simply as I can: Dad triggered me badly last year, my little sister is dying and living with a monster, she has four boys who will soon lose their mum and be stuck with their dreadful father, I am barely able to cope with my own children (who have mental health issues of their own) so there's no possibility of us taking in her kids after she passes, and for the second time in six months I am . . . I don't even know. I have no control over my emotions, I have to pull over when I'm driving to scream (literally scream), and I can say with almost 100% certainty that if I lived closer to my parents and sister I would have already been arrested for murder - of my father last year, or of my sister's ex this past Friday. I'm on medication, and I'm seeing a psychologist at the moment, and we were making some progress but what happened on Friday has set me waaaaaaaay back. I don't know how many times I can come back from this stuff, and it's only going to get worse. When my sister passes, I will lose it. Guaranteed. I don't even know what I'm asking of you guys here. Whatever you can offer will be greatly appreciated. Thank you for reading xxx",DonnaM,Community Member,26-02-2017,PTSD and trauma,9,/t5/ptsd-and-trauma/in-a-very-dark-place-right-now/td-p/190214
PTSD-1831,When is enough too much,"My relationship of 16 years has come to an ugly end. Weve tried so hard for the last year to fix it. I suffer from chronic depression ptsd and anxiety for about 10 years, maybe more. All as a result of this violent relationship. And ive done it alone and mostly quietly untill it hospitalised me 2 years ago. I could not burden my family and I had his shit as my destraction. Im not a drama queen and like my vulnerabilities as my own. I don't play the victim because I stayed by choice and loved him. My relationship was a tumultuous one and the anger he has had all his life has left its stain on me. Im 45 have 2 grown kids and a granddaughter and one on the way I buried the son that wasnt mine by birth two years ago. My depression is so severe that those 3 and my mum are all that holds me to the earth. While I have a genuine fear of ""killing myself"" I fear im doing exactly that. Im self destructing in the slowest ugliest way. I weigh 39kgs at 5""10 not taking my meds that treat a few vital organs. I smoke two packs a day and eat nothing while working 12 hour labour shifts. I dont drink or drug. cant be bothered showering or brushing my teeth. Im losing work because I cant control the crying. I feel sick all the time and just so obscenely sad. Its more than the breakdown of my relationship its a breakdown. Period. Ive been through these before but ive never had a depressive episode last 3 months. I am barely sleeping and three times in the last month ive had to look at the mail on the table to remember my own name!. Sometimes im so confused I walk to work because I cant figure out the peddles and gears. I forget the simplest tasks at work and its getting noticed. I've fears and insecurities that make me feel so worthless. And for the first time ever I dont know how to deal. Im not even sure why I am here telling this. Though I have suffered so much physical abuse and emotional torture for so many years it has never crossed my mind to abandon him in his torment, maybe I understood on a different level that alot of society is not willing to accept. His sadness had nothing to do with me so itried to help. His physical state is as bad as mine and he doesnt drink or drug either. I dont want to abandon him but I dont really want to die either. What do I do? Where do I go from here?",Determinedtogetbetter,Community Member,26-02-2017,PTSD and trauma,5,/t5/ptsd-and-trauma/when-is-enough-too-much/td-p/190365
